Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
1950,Washington Hawthorn,4,Crataegus phaenopyrum,"['sun', 'partial sun']",7,"Washington Hawthorn is an Eastern US native deciduous small tree that matures to form a flat-topped canopy. Leaves are very similar to those of Parsley Hawthorn (Crataegus marshallii) but tend to be a darker glossier green and which may develop into a good yellow to orange-red fall color. The white flowers, and in particular the red-orange fruit, are showy.",{'white'},{'spring'},TRUE,"[15, 25]","[20, 25]",1,1,0,1,0,http://ekps.tamu.edu//images/plants/crateagusphaenopyrum3.jpg,"['shrub', 'tree']","['small', 'large']",0.66695205
1952,Bumald Spirea,4,Spiraea x bumalda,"['sun', 'partial sun']",7,"Bumald Spirea is a taxon of small twiggy deciduous shrubs with blue-green summer foliage. New growth tends to emerge yellow, pink, or red and fall color is variable, from yellow-green to red or red-purple. Flowering peaks in late spring to early summer, occurring sporadically thereafter to frost.","{'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[2, 4]","[3, 5]",1,1,1,2,0,http://ekps.tamu.edu//images/plants/spiraeaxbumaldii.jpg,['shrub'],['small'],0.71917808
1953,Columbine,4,Aquilegia x hybrida,"['partial sun', 'shade']",6.21,The Garden Columbines are generally weak spring perennials or reseeding annuals that grow a small mound of attractive green to blue-green foliage in winter and early spring. Attractive spurred flowers of many colors are borne on stalks that arise several inches above the foliage from early to late spring. The foliage tends to die to the ground or the plant dies altogether during summer in Texas.,"{'red', 'pink', 'yellow', 'white', 'blue'}",{'spring'},FALSE,"[1, 3]","[1, 3]",2,2,1,2,1,http://ekps.tamu.edu//images/plants/aquilegiaxhybrida.jpg,"['perennial', 'annual']",['small'],0.65753425
1954,Shagbark Hickory,4,Carya ovata,"['sun', 'partial sun']",6.2,"Shagbark Hickory is an important component of the eastern decidous hardwood forest of North America. It is typically a tall upright tree, often devoid of limbs on the lower portion of the trunk. Trunks of older trees have handsome recurved exfoliating bark. Trees may have excellent golden yellow fall color and produce edible hickory nuts.",{'green'},{'spring'},TRUE,"[70, 180]","[30, 40]",2,1,0,1,2,http://ekps.tamu.edu//images/plants/caryaovata.jpg,['tree'],"['medium', 'large']",0.64126712
1955,European Beech,4,Fagus sylvatica,"['sun', 'partial sun', 'shade']",6.2,"European Beech is the old world counterpart to the American Beech and is very similar in most respects. A wider range of cultivars, including those with bronze or cutleaf foliage or weeping or contorted growth habits.",{'green'},{'spring'},TRUE,"[50, 60]","[40, 60]",0,1,0,2,1,http://ekps.tamu.edu//images/plants/fagussylvaticaasplenifolia.jpg,['tree'],"['medium', 'large']",0.60702055
1956,Pecan,4,Carya illinoinensis,['sun'],6.2,"Pecan is the state tree. No pun intended but it is a large tree with a stately crown. Despite its popularity as a dual purpose shade and nut-bearing tree, many of the commercial cultivars are susceptible to foliar diseases that can hibit their ornamental appeal. Pecans also tend to be messy lawn trees, constantly dropping fruit, leaves, and twigs. Probably better landscape trees in the western portions of the state than in the humid eastern half. Consult your local certified professional nursery person or local extension agent for recommendations on the best cultivars for your locale.",set(),{'spring'},TRUE,"[70, 80]","[50, 60]",2,1,0,1,2,http://ekps.tamu.edu//images/plants/caryaillinoinensis5.jpg,['tree'],"['medium', 'large']",0.64126712
1957,Northern Red Oak,4,Quercus rubra,['sun'],6.2,"Northern Red Oak is the cooler climate counterpart to the Southern Red Oak and is an important component of planted and native landscapes in the Midwest and Northeastern US. In addition to being an important shade tree, this species is planted for timber and wildlife habitat.","{'yellow', 'green'}",{'spring'},TRUE,"[60, 120]","[50, 70]",0,1,1,2,0,http://ekps.tamu.edu//images/plants/quercusrubra6.jpg,['tree'],"['medium', 'large']",0.60445205
1958,Eastern Cottonwood or Eastern Poplar,4,Populus deltoides,['sun'],6.2,"Eastern Cottonwood is a large deciduous shade tree found in water courses throughout the Eastern USA including portions of Texas. The crown is composed of three or four major upright branches that constitute the primary scaffold branches. The large deltoid leaves move in the slightest breeze creating a constant rustle, tolerant of less than perfect drainage. Tend to be short-lived, weak wooded, messy dropping leaves, twigs, and fruit, and casts a dense shade along with an invasive surface root system. A very rapid grower.","{'red', 'yellow', 'green'}",{'spring'},TRUE,"[60, 80]","[30, 40]",2,2,1,1,0,http://ekps.tamu.edu//images/plants/populusd.jpg,['tree'],['large'],0.63099315
1959,Common Lilac,4,Syringa vulgaris,['sun'],6.2,"Common Lilac is the old-fashioned lilac of commerce grown throughout cool temperate regions of the world. It suckers at the base to form an upright rounded crown of coarse textured stems with bluish green cordate leaves. The legendary fragrant terminal panicles of flowers burst forth in early to mid-spring. Unfortunately, lilacs to not perform well in USDA zones 8 and warmer and are marginally vigorous in zone 7. This medium to large shrub requires regular pruning to maintain a suitable shape.","{'blue', 'white'}",{'spring'},FALSE,"[4, 12]","[4, 8]",0,1,0,1,0,http://ekps.tamu.edu//images/plants/syringavulgaris.jpg,['shrub'],"['medium', 'large']",0.58133562
1960,Northern Bayberry,4,Myrica pensylvanica,"['sun', 'partial sun']",6.2,"Myrica pensylvanica can be considered the northern counterpart to Myrica cerifera. Northern Bayberry  is somewhat smaller in habit, more cold hardy, and either deciduous or semievergreen compared to Southern Waxmyrtle. Northern Bayberry offers folks in North Texas an alternative to Southern Waxmyrtle which is marginally hardy there. Northern Bayberry forms an irregular rounded suckering mound.",set(),{'spring'},TRUE,"[4, 8]","[4, 8]",0,1,1,2,0,http://ekps.tamu.edu//images/plants/myricapennsylvanica3.jpg,['shrub'],"['small', 'medium', 'large']",0.60958904
1961,Croton,4,Codiaeum variegatum,"['partial sun', 'shade']",6.2,"Crotons are medium to large shrubs in the tropics that are usually grown in Texas as summer annuals, patio, or interiorscape plants for their brightly variegated green, yellow, orange, or red foliage. The foliage ranges from medium to coarse textured and may be linear, elliptic, or ovate with entire, undulate, or lobed margins.",{'white'},"{'spring', 'summer'}",FALSE,"[3, 8]","[2, 8]",2,1,2,2,1,http://ekps.tamu.edu//images/plants/codiaeumvariegatumflower.jpg,"['shrub', 'interiorscape', 'annual', 'tropical']","['small', 'medium', 'large']",0.68407534
1962,Colorado Fir,4,Abies concolor,"['sun', 'partial sun']",6.2,"White Fir is under the most favorable of conditions a large spire-like needled evergreen tree, but where grown in our region is only a small to medium size tree. Although native to just West of Texas in New Mexico (as well as many other locations in the mountainous western US), this species is only of potential use in very high elevation sites in West Texas or the cooler extreme northeast portions of our region. It is valued for the strong silver to bue-green color and pleasent tangerine scent of the foliage. It is widely used as a cut Christmas tree. This species thrives in colder climates and tends to languish in the heat of zones 6a to 7a.",set(),{'spring'},TRUE,"[20, 150]","[8, 20]",0,1,0,1,0,http://ekps.tamu.edu//images/plants/abiesconcolor2.jpg,['tree'],"['small', 'medium', 'large']",0.5864726
1963,Black Walnut,4,Juglans nigra,['sun'],6.2,"Black Walnut is a large native forest tree from Eastern North America, including East Texas. Trees tend to develop a stout trunk with a rounded crown when open grown, but are more frequently encountered as trees in competition with long boles and a narrower upright oval crown. The wood is highly valued for cabinetry and veneers. The fruit is an edible nut, which is eaten by both humans and wildlife.","{'yellow', 'green'}",{'spring'},TRUE,"[50, 120]","[35, 50]",2,1,0,1,2,http://ekps.tamu.edu//images/plants/juglansnigra.jpg,['tree'],"['medium', 'large']",0.64126712
1964,Norway Spruce,4,Picea abies,"['sun', 'partial sun']",6.2,"Norway spruce is a large introduced needled evergreen tree from Europe. It has a handsome broadly pyramidal outline with swooping primary branches and drooping screens of secondary and smaller branches with dark green needles. This is one of the better adapted Picea spp. for widespread use in USDA zones 3 to 7, but it may languish in the summer heat in zones 6 and 7 of our region. It is generally useful in similar environments as Colorado Spruce (Picea pungens). Capable of growing to 100 ft or more in favorable climates, it tends to be much smaller where it can be grown in our region. This is a handsome conifer that is an important timber tree in Europe.",set(),{'spring'},TRUE,"[50, 100]","[20, 50]",0,1,0,2,1,http://ekps.tamu.edu//images/plants/piceaabies3.jpg,['tree'],"['small', 'medium', 'large']",0.61215753
1965,Hardy Chrysanthemum,4,Chrysanthemum x morifolium (Dendranthema x morifolium),"['sun', 'partial sun']",6.01,"Hardy Chrysanthemum is somewhat of a misnomer as some cultivars are cold hardy to USDA zone 5, while others are barely cold hardy to zone 8. Flower forms are variable from daisy-like to pompom-like and come in a wide range of colors. Some types bloom only with short-days (long nights), but others are not responsive to day length (day neutral). Popular as a fall annual for immediate display; buy in bud to get the longest flowering display.","{'red', 'pink', 'yellow', 'maroon', 'orange', 'white'}","{'fall', 'spring', 'summer'}",FALSE,"[1, 3]","[1, 3]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/chrysanthemummorifolium.jpg,"['perennial', 'annual']","['small', 'medium']",0.65667808
1966,Snapdragon,4,Antirrhinum majus,"['sun', 'partial sun']",6.01,Snapdragons are an outstanding cool season to transition season annual for Texas. Dwarf and semi-dwarf cultivars make excellent bedding or massing plants. The taller cultivars are excellent at the back of the border for bright color or used as cut flowers. The dark glossy green foliage contrasts well with the rainbow of bright flowers borne on spikes above the foliage.,set(),"{'fall', 'spring', 'winter'}",FALSE,"[3, 6]","[0.5, 1.0]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/antirrhi.jpg,['annual'],"['small', 'medium']",0.65667808
1967,Carnation,4,Dianthus caryophyllus,"['sun', 'partial sun']",6.01,"Most Texans know Carnations via their local florists. Large double flowered carnations or the smaller multi-flowered highly scented sprays marketed in floral shops and departments make outstanding cut flowers. However, these florist cultivars do not generally perform well in Texas gardens. The old-fashioned German Red strain is the only one that is considered a reliable perennial in Texas gardens. This line is somewhat difficult to find in the trade and will likely require a trip to a specialty nursery.","{'red', 'white', 'pink'}",{'spring'},FALSE,"[1, 2]","[1.0, 1.5]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/dianthuscaryophyllus9.jpg,"['perennial', 'annual']","['small', 'large']",0.62243151
1968,Ornamental Cabbage and     Ornamental Kale,4,Brassica oleracea,"['sun', 'partial sun']",6.01,"Ornamental Cabbage and Kale are planted for their green, red-bronze, pink, white, or yellow-green foliage. Cabbage types form loose to tight heads, while Kale types do not form heads and often have disected or lobed foliage. Yellow flowers occur after the plants bolt in spring, signaling the end of the useful landscape life of the plants.",{'yellow'},{'spring'},FALSE,"[3, 18]","[0.8333333333333334, 1.5]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/brassica.jpg,['annual'],"['small', 'medium']",0.62243151
1969,Blue Daze,4,Evolvulus nuttallianus,"['sun', 'partial sun']",6,"Blue Daze is a native semi-woody subtropical perennial that is gaining popularity when used as a summer annual. When sheilded from afternoon sun, the plant develops a low spreading circular mound of dark green to gray-green foliage that highlights the blue flowers. Can be effective as a seasonal groundcover or bedding plant.",{'blue'},"{'fall', 'spring', 'summer'}",FALSE,"[0.3333333333333333, 0.6666666666666666]","[2, 3]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/evolvulu.jpg,"['perennial', 'groundcover', 'annual', 'tropical']","['small', 'medium']",0.6515411
1970,American Beech,4,Fagus grandifolia,"['sun', 'partial sun', 'shade']",6,American Beech is a very slow growing medium to large deciduous upright rounded crown tree of the eastern North American climax forest. Handsome dark glossy leaves turn tan to brown in fall and are retained on juvenile portions of the crown. Smooth light gray bark is a signature feature. Old trees provide habitat as well as beechnuts for fildlife.,{'green'},{'spring'},TRUE,"[60, 120]","[50, 100]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/fagusgrandifolia2.jpg,['tree'],"['medium', 'large']",0.61729452
1971,Citrus,4,Citrus spp.,"['sun', 'partial sun']",6,"Citrus comprise some of our most important tropical fruit trees including: limes (Citrus x aurantifolia), sour oranges (Citrus aurantium), lemons (Citrus limon), grapefruits (Citrus x paradisi), satsuma or mandarin oranges (Citrus reticulata), and sweet oranges (Citrus sinensis). Most species have attractive dark evergreen foliage, fragrant flowers, and edible or ornamental fruit. Most are small trees with dense rounded canopies. Useful as accents or in home orchards in tropical regions.",{'white'},"{'spring', 'winter'}",TRUE,"[10, 20]","[10, 15]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/citrussinensis.jpg,"['shrub', 'tree', 'tropical']","['small', 'large']",0.63869863
1972,Callery Pear,4,Pyrus calleryana,['sun'],6,"Callery Pears are durable small to medium size trees with tear-drop shaped crowns of dark glossy green foliage. Many cultivars develop good red to purple fall color and all have attractive white spring flowers. Many cultivars are highly adapted to Texas landscapes, with seedlings sometimes becoming invasive weeds. The fruit of this species is small and inedible and seldom causes maintenance problems in landscapes. Inaddequate chilling and summer heat stress sometimes ruins subsequent spring flowering.",{'white'},{'spring'},TRUE,"[30, 40]","[20, 30]",1,1,1,1,0,http://ekps.tamu.edu//images/plants/pyruscal.jpg,['tree'],"['small', 'medium']",0.59160959
1973,Needle Palm,4,Rhapidophyllum hystrix,"['sun', 'partial sun', 'shade']",6,"Needle Palm forms a large shrub or small tree with a single stoutish trunk with 6 inch needle-like spiny projections (leaf sheaths). The foliage is an attractive green to blue-green and the plant is one of the most cold hardy palms in the world, but the needles are a major pedestrian and maintenance hazard. Site away from human contact.",{'yellow'},"{'spring', 'summer'}",FALSE,"[4, 8]","[6, 10]",1,1,1,2,1,None,"['shrub', 'tree']","['small', 'large']",0.63441781
1974,Coleus or Painted Nettle,4,Coleus x hybridus (Solenostemon scutellariodes),"['sun', 'partial sun', 'shade']",6,"Coleus is a tropical plant grown as a summer annual for its variously colored foliage. Foliage colors range from green, to bronze, pink, white, yellow-green, to red. The small blue to white Salvia-like flowers are borne on terminal spikes, but are a neutral to negative effect ornamentally. Most cultivars are adapted to shade conditions; only 'Burgundy Sun' and 'Plum Parfait' have proven adapted to full sun in Texas.","{'blue', 'white'}","{'fall', 'summer'}",FALSE,"[1, 3]","[1, 3]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/coleusxh.jpg,"['perennial', 'annual', 'tropical']",['small'],0.63356164
1975,Star Magnolia,4,Magnolia stellata,"['sun', 'partial sun']",6,Star Magnolia is a medium to large deciduous shrub planted for its late winter to early spring flowers. The 3 inch to 4 inch diameter white flowers have thick strap-like petals. Tends to bloom early enough in Texas that the flowers are almost always damaged by spring frosts. Probably best reserved for use in more northern climates.,{'white'},"{'spring', 'winter'}",FALSE,"[10, 15]","[8, 12]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/magnoliastellata6.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.63955479
1976,Euryops Daisy,4,Euryops pectinatus,"['sun', 'partial sun']",6,Euryops Daisies make excellent patio container plants in the northern two-thirds of Texas and a small evergreen shrub or subshrub in South Texas. The dark green to gray-green foliage acts as a foil for the outstanding bright yellow daisy-like flowers. Peak bloom is from fall through spring.,{'yellow'},"{'fall', 'spring', 'summer', 'winter'}",FALSE,"[2, 3]","[2, 3]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/euryopspectinatus.jpg,"['shrub', 'annual', 'tropical']",['small'],0.6635274
1977,Winged Euonymus or Burningbush,4,Euonymus alatus,"['sun', 'partial sun']",6,Winged Euoymus is a medium to large deciduous shrub. The plant's stratified branching and corky winged twigs create and interesting winter pattern. The plant earns its name Burningbush from its firy red fall color.,{'green'},{'spring'},TRUE,"[8, 20]","[15, 20]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/euonymusalatus5.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.62243151
1978,Dwarf French Marigold,4,Tagetes patula,"['sun', 'partial sun']",6,"Dwarf French Marigolds are one of our premier transition season annuals for use in bedding, detail work, edging, and containers in Texas. Reliable summer annuals in cooler climates, Tagetes patula tends to decline in the heat of Texas' summers. The species makes an excellent late summer or early fall planted annual as a substitute for fall planted chrysanthemums.","{'maroon', 'red', 'yellow', 'orange'}","{'fall', 'spring', 'summer'}",FALSE,"[0.5, 1.5]","[0.5, 1.5]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/tagetesp.jpg,['annual'],"['small', 'medium']",0.65582192
1979,American Smokebush or Texas Smokebush,4,Cotinus obovatus,['sun'],6,"American Smokebush is a handsome deciduous medium size shrub to small tree with a single or multiple stem trunks and an upright oval to rounded crown of blue-green foliage that develops a handsome yellow, orange, to scarlet fall color. Showy pink to purple-pink inflorescences occur in later spring to early summer.",{'pink'},"{'spring', 'summer'}",TRUE,"[15, 25]","[15, 20]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/cotinusobovatus3.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.63955479
1980,African Marigold or             American Marigold,4,Tagetes erecta,"['sun', 'partial sun']",6,"African Marigolds are larger coarser versions of the Dwarf French Marigolds (Tagetes patula). The more upright growth form of T. erecta lends it to use as a border background, central plant in round beds, or good candidate for the cut flower garden. Some forms with large pompom-like flowers are used commercially in the florist trade, although the pungent foliage may be a limitation. An effective mid- to large size transition season annual in Texas; summer annual in cooler climates.","{'orange', 'white', 'yellow'}","{'fall', 'spring', 'summer'}",FALSE,"[1, 4]","[1, 2]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/tagetese.jpg,['annual'],['large'],0.65068493
1981,Willow Oak,4,Quercus phellos,['sun'],6,"Willow Oaks are commonly planted deciduous shade trees. Pyramidal growth forms occur in youth, becoming rounded to upright oval with age. As oaks go, a rapid grower and fine textured. Better long-term form than with Quercus nigra.",{'green'},{'spring'},TRUE,"[60, 80]","[40, 60]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/quercusphellos5.jpg,['tree'],"['medium', 'large']",0.61729452
1982,Holly Fern,4,Cyrtomium falcatum,['shade'],6,"Holly Ferns represent one of the most durable species of ferns available for Texas landscapes. The fond segments resemble a holly leaf, hence the common name. Makes a very effective shade groundcover or accent plant.",set(),"{'fall', 'spring', 'summer'}",TRUE,"[1, 3]","[1, 3]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/cyrtomium.jpg,"['perennial', 'groundcover']","['small', 'medium']",0.6515411
1983,Pussy Willow,4,Salix discolor,"['sun', 'partial sun']",6,"Pussy Willow is a coarse textured upright oval introduced medium shrub to small tree. The primary asset are the large fuzzy breaking buds in the very early spring. Although it will grow on a variety of sites, it is poorly adapted to our region and tends to be a rather short-lived plant over much of its useful range.",{'green'},{'spring'},FALSE,"[8, 15]","[6, 10]",1,1,1,1,0,http://ekps.tamu.edu//images/plants/salixdiscolorbuds.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.59674658
1984,Hinckley's Columbine,4,Aquilegia chrysantha var. hinckleyana,"['partial sun', 'shade']",6,"Hinckley's Columbine is more reliably perennial in much of Texas than the Garden Columbine (Aquilegia x hybrida). Hinckley's Columbine forms an attactive mound of blue-green foliage topped in late winter to spring with nearly white pale yellow to deep golden yellow long spurred flowers. In shady locations, the foliage may remain throughout the year, in sunnier spots the foliage tends to decline in mid-summer then return with cooler fall temperatures.","{'white', 'yellow'}","{'spring', 'winter'}",FALSE,"[1, 3]","[1, 3]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/aquilegi.jpg,['perennial'],"['small', 'medium']",0.63441781
1985,Banana,4,Musa x paradisiaca,"['sun', 'partial sun']",6,"Bananas are effectively giant herbs with pseudostems composed of clasping leaf bases that can reach small tree size. Bananas are one of the defining plants of a classic bold tropical landscape. Musa spp. are the source of the bananas of commerce. The above ground portions are subject to damage in even moderate frosts, but the roots are usually cold hardy into USDA zone 8. Also makes an excellent tropical accent as a summer annual in cooler climates. Forms with attractively variegated leaves are available in this taxon and the related Muxa acuminata (Chinese Banana), Musa balbisiana (Plantain), and Ensete ventricosum (Abyssinian Banana).",{'red'},"{'spring', 'summer'}",TRUE,"[10, 25]","[0, 20]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/musaxparadisiaca.jpg,"['shrub', 'tree', 'interiorscape', 'annual', 'tropical']","['small', 'large']",0.63441781
1986,English Walnut,4,Juglans regia,['sun'],6,English Walnut is a finer textured more spreading tree than our native Black Walnut. This is the source of most commercial walnuts sold in grocery stores. It is an important forest tree in Europe.,{'green'},{'spring'},TRUE,"[40, 100]","[40, 50]",1,1,0,1,1,None,['tree'],"['medium', 'large']",0.59417808
1987,Maki or Japanese Yew,4,Podocarpus macrophyllus var. maki,"['sun', 'partial sun', 'shade']",6,"Slow growing conifer that can eventually reach small tree stature, but makes an attractive shrub. Japanese Yew is valued for its dark evergreen foliage that resembles that of a yew (Taxus spp.). The crown is a narrow upright oval.",set(),{'spring'},TRUE,"[5, 25]","[5, 10]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/podocarpusmacrophyllusvarmaki6.jpg,"['shrub', 'tree', 'interiorscape']","['small', 'medium', 'large']",0.62243151
1988,Split-Leaf Philodendron,4,Philodendron selloum,"['partial sun', 'shade']",6,"Split-Leaf Philodendron offers a bold coarse textured lush tropical look to the landscape. Large lobed leaves, sometimes with whole-like patches, are a dark lustrous green have blades that range from 1 ft to 3 ft long. Petioles, which can be up to 4 ft in length, originate on a thick stout seldom branched woody stalks. Stalks bear large prominent leaf scars. These coarse textured plants can serve as massed shrubs or specimens in shaded to partly shady locations.","{'red', 'green'}","{'spring', 'summer'}",FALSE,"[3, 10]","[3, 10]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/philodendronselloum.jpg,"['shrub', 'interiorscape', 'tropical']","['small', 'medium', 'large']",0.63955479
1989,Pentas or Egyptian Star,4,Pentas lanceolata,"['sun', 'partial sun']",6,"The species type Pentas are leggy rather open subtropical shrubs reaching 2 ft to 3 ft tall, while newer more compact or growth regulator treated forms are effectively utilized as summer annual bedding plants. Pentas provide outstanding heat tolerance and will flower during the worst of summer. Summer accent, massing, patio container plant, or in immediate gulf coast and extreme south Texas as low hedge or foundation planting.","{'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[1, 3]","[1, 3]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/pentaslanceolata3.jpg,"['shrub', 'annual', 'tropical']",['small'],0.65068493
1990,Red Tip Photinia,4,Photinia x fraseri,"['sun', 'partial sun']",6,One of the most popular and perhaps over-utilized shrubs in the southern USA. Valued for its dark gossy green foliage that emerges red (hence vernacular name of Red Tip Photinia) and ability to grow in almost any soil type. The creamy white spring flowers are attractive. Unfortunately the taxa is troubled by several serious maladies. Perhaps it should be reserved for use on tough sites and plantings diversified with other species on better sites. A hybrid species between Photinia glabra and Photinia serratifolia.,{'white'},{'spring'},FALSE,"[10, 15]","[7, 10]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/photiniaxfrasieri.jpg,"['shrub', 'tree']","['small', 'large']",0.62157534
1991,Blue Colorado Spruce,4,Picea pungens f. glauca,['sun'],6,"A medium size tree for use in the Texas Panhandle, but can develop into a large tree in more favorable regions of the country. Valued for its tolerance to adverse sites, its conical green to blue-green canopy, and formal appearance in youth. Tends to be difficult to tastefully work into many modern landscapes. Drooping of lower branches tend to lessen the formal effectiveness of this taxa in middle age.","{'red', 'brown'}",{'spring'},TRUE,"[25, 150]","[10, 15]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/piceapungens4.jpg,"['shrub', 'tree']","['medium', 'large']",0.61729452
1992,Hostas or Plantain Lilies,4,Hosta spp.,"['partial sun', 'shade']",6,"Hostas are premier perennials for shady locations in East and parts of Central Texas. The lush spreading clump of broadly ovate dark green, blue-green or variegated foliage is the primary asset. With some cultivars, spikes of small lily-like white, lavender, or violet flowers are a secondary asset.","{'violet', 'white'}","{'spring', 'summer'}",FALSE,"[1.0, 2.0]","[1.5, 2.0]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/hosta.jpg,['perennial'],['small'],0.62928082
1993,Cast Iron Plant,4,Aspidistra elatior,"['partial sun', 'shade']",6,Cast Iron Plant is an extremely tough shade groundcover or interiorscape plant. The bold coarse textured 1 ft to 2 ft leaves arise directly from underground rhizomes. Very tropical in appearance.,{'brown'},"{'spring', 'summer'}",FALSE,"[1, 5]","[0, 20]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/aspidist.jpg,"['perennial', 'groundcover', 'interiorscape', 'tropical']","['small', 'medium']",0.63441781
1994,Apple,4,Malus x domestica,['sun'],6,"Malus x domestica is the source of most commercial apples. On their own roots they tend to be a spreading medium size tree, but can be grown on dwarfing rootstocks to produce trees from 6 ft to 35 ft. Conditions in most of Texas are not conducive to culture of high quality apples and even in favorable climates, most popular cultivars require prophylactic sprays.","{'white', 'pink'}",{'spring'},TRUE,"[25, 35]","[25, 30]",1,1,0,1,1,http://ekps.tamu.edu//images/plants/malusxdomestica.jpg,['tree'],"['small', 'medium']",0.59417808
1995,Flowering Crabapples,4,Malus spp.,['sun'],6,"Flowering Crabapples are one of America's favorite small to medium size flowering trees for cooler portions of the country. All have pretty white, pink, to dark rose spring flowers. Some cultivars have attractive yellow, orange, to red fruit. Some clones have good yellow, orange, to red fall color. Growth habit range from narrowly upright, rounded, spreading ovals, to weeping forms.","{'white', 'pink'}",{'spring'},TRUE,"[6, 30]","[6, 30]",1,1,0,1,1,http://ekps.tamu.edu//images/plants/malussp3.jpg,['tree'],"['small', 'medium']",0.59417808
1996,Barbados Cherry,4,Malpighia glabra,"['sun', 'partial sun']",6,"Barbados Cherry is a dense twiggy multi-stem small to medium size evergreen shrub. The small medium to dark green leaves, densely branching fine textured stems, and suckering make this plant a good substitute for Boxwoods (Buxus spp.) for formal sheared hedges in the southern half of Texas. The diminutive flowers are fragrant and mildly showy. In warmer parts of the region, small red drupes can be of interest. This shrub has fairly rapid growth, good tolerance to heat, drought, and some salt exposure once established.","{'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[4, 9]","[4, 8]",1,1,1,1,0,http://ekps.tamu.edu//images/plants/malpighiaglabra3.jpg,"['shrub', 'tropical']","['small', 'medium']",0.62585616
1997,New Guinea Hybrid Impatiens,4,Impatiens,['shade'],6,"New Guinea Hybrid Impatiens offer several advantages over the Garden Impatiens (Impatiens wallerana), including a more compact growth habit, darker glossy green foliage, and expanded range of flower colors. While excellent hanging basket and garden plants for cooler climates, most cultivars tend to melt in Texas summers and are not tolerant of poor quality irrigation water.","{'red', 'pink', 'yellow', 'orange', 'white'}","{'fall', 'spring', 'summer'}",FALSE,"[0.6666666666666666, 1.5]","[1.0, 2.0]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/impatienshawkerinewgunina1.jpg,['annual'],"['small', 'medium']",0.6515411
1998,Sweet Mock Orange,4,Philadelphus coronarius,"['sun', 'partial sun']",6,Sweet Mock Orange is a medium to large deciduous shrub with four-petal white flowers and yellow stamens. These irregular oval to rounded shrubs are very showy in flower. Plants tend to sucker some at the base.,"{'white', 'yellow'}",{'spring'},TRUE,"[6, 12]","[6, 8]",1,1,1,2,1,http://ekps.tamu.edu//images/plants/philadelphuscoronarius3.jpg,['shrub'],"['medium', 'large']",0.61729452
1999,Slash Pine,4,Pinus elliottii,['sun'],6,"One of the large coarse textured ""Southern Yellow Pines"". Very similar to Loblolly Pine (Pinus taeda) in general landscape appearance and function. One of the more adapted pines to neutral and slightly alkaline soils. Not native to Texas, but well adapted to most of East and southeast Texas. Cold hardy into southern portions of USDA zone 7.",set(),{'spring'},TRUE,"[40, 100]","[20, 30]",2,1,1,1,1,http://ekps.tamu.edu//images/plants/pinuselliottii.jpg,['tree'],"['medium', 'large']",0.62157534
